164,-0.111111, -0.230769, 0.961538
167,-0.111111, -0.230769, 0.961538
183,-0.111111, -0.230769, 1.000000
188,-0.111111, -0.230769, 1.000000
208,-0.111111, -0.230769, 1.000000
210,-0.111111, -0.192308, 1.000000
217,-0.074074, -0.192308, 1.000000
235,-0.111111, -0.192308, 1.000000
242,-0.111111, -0.192308, 1.000000
252,-0.111111, -0.192308, 1.000000
257,-0.111111, -0.230769, 1.000000
272,-0.074074, -0.230769, 1.000000
278,-0.111111, -0.192308, 1.000000
293,-0.111111, -0.192308, 1.000000
297,-0.111111, -0.192308, 1.000000
312,-0.111111, -0.192308, 0.961538
327,-0.111111, -0.192308, 0.961538
328,-0.111111, -0.192308, 1.000000
346,-0.111111, -0.230769, 1.000000
348,-0.111111, -0.230769, 1.000000
363,-0.111111, -0.230769, 1.000000
378,-0.111111, -0.192308, 1.000000
379,-0.111111, -0.192308, 1.000000
394,-0.111111, -0.192308, 1.000000
398,-0.111111, -0.192308, 1.000000
414,-0.111111, -0.192308, 1.000000
423,-0.111111, -0.230769, 1.000000
428,-0.111111, -0.269231, 1.000000
443,-0.074074, -0.269231, 1.000000
448,-0.074074, -0.230769, 1.000000
468,-0.111111, -0.192308, 1.000000
473,-0.111111, -0.153846, 0.961538
479,-0.111111, -0.153846, 0.961538
494,-0.111111, -0.192308, 0.961538
498,-0.111111, -0.192308, 1.000000
516,-0.074074, -0.230769, 1.000000
519,-0.074074, -0.269231, 1.000000
534,-0.074074, -0.230769, 1.000000
539,-0.074074, -0.230769, 1.000000
554,-0.111111, -0.192308, 1.000000
561,-0.111111, -0.153846, 1.000000
578,-0.111111, -0.153846, 1.000000
579,-0.111111, -0.192308, 1.000000
594,-0.111111, -0.230769, 1.000000
609,-0.111111, -0.230769, 1.000000
611,-0.111111, -0.192308, 1.000000
626,-0.111111, -0.192308, 1.000000
631,-0.111111, -0.192308, 1.000000
646,-0.111111, -0.192308, 1.000000
651,-0.111111, -0.192308, 1.000000
667,-0.111111, -0.192308, 1.000000
674,-0.111111, -0.192308, 1.000000
681,-0.074074, -0.230769, 1.000000
697,-0.074074, -0.230769, 1.000000
715,-0.074074, -0.230769, 1.000000
717,-0.074074, -0.230769, 1.000000
734,-0.111111, -0.230769, 1.000000
735,-0.111111, -0.192308, 1.038462
750,-0.111111, -0.192308, 1.076923
752,-0.111111, -0.192308, 1.115385
768,-0.148148, -0.230769, 1.076923
775,-0.111111, -0.230769, 1.038462
783,-0.111111, -0.230769, 1.000000
798,-0.074074, -0.230769, 0.961538
813,-0.037037, -0.230769, 0.961538
823,0.000000, -0.230769, 0.923077
839,0.000000, -0.192308, 0.807692
845,0.037037, -0.153846, 0.730769
860,0.037037, -0.153846, 0.692308
865,-0.111111, -0.076923, 0.538462
882,-0.185185, -0.115385, 0.307692
884,-0.074074, -0.038462, 0.076923
899,-0.037037, 0.000000, 0.000000
914,0.000000, 0.038462, 0.038462
915,0.000000, 0.000000, 0.000000
935,0.000000, 0.000000, 0.038462
973,0.000000, 0.000000, 0.038462
978,0.000000, 0.000000, 0.038462
993,0.000000, 0.000000, 0.000000
995,0.000000, 0.000000, 0.038462
1017,0.000000, 0.000000, 0.038462
1033,0.000000, 0.000000, 0.038462
1037,0.000000, 0.000000, 0.038462
1048,0.000000, 0.000000, 0.038462
1064,0.000000, 0.000000, 0.038462
1123,0.000000, 0.000000, 0.038462
1168,0.037037, 0.000000, 0.038462
1169,0.037037, 0.000000, 0.038462
1185,0.037037, 0.000000, 0.038462
1212,0.037037, 0.000000, 0.038462
1229,0.037037, 0.000000, 0.038462
1244,0.037037, 0.000000, 0.038462
1249,0.037037, 0.000000, 0.038462
1264,0.037037, 0.000000, 0.038462
1269,0.037037, 0.000000, 0.076923
1304,0.037037, 0.000000, 0.038462
1309,0.037037, 0.000000, 0.076923
1330,0.037037, 0.000000, 0.038462
1367,0.037037, 0.000000, 0.076923
1369,0.037037, 0.000000, 0.076923
1409,0.074074, 0.000000, 0.076923
1425,0.074074, 0.000000, 0.076923
1432,0.074074, 0.000000, 0.076923
1450,0.074074, 0.000000, 0.076923
1468,0.074074, 0.038462, 0.076923
1480,0.074074, 0.038462, 0.076923
1495,0.074074, 0.000000, 0.076923
1500,0.074074, 0.000000, 0.076923
1515,0.111111, 0.000000, 0.076923
1532,0.111111, 0.038462, 0.076923
1549,0.111111, 0.038462, 0.076923
1571,0.111111, 0.038462, 0.076923
1586,0.148148, 0.038462, 0.076923
1591,0.148148, 0.038462, 0.038462
1608,0.148148, 0.038462, 0.076923
1613,0.148148, 0.038462, 0.038462
1628,0.148148, 0.000000, 0.038462
1632,0.148148, 0.000000, 0.076923
1647,0.148148, 0.038462, 0.076923
1653,0.185185, 0.000000, 0.038462
1669,0.185185, 0.038462, 0.076923
1674,0.185185, 0.000000, 0.076923
1689,0.185185, 0.000000, 0.076923
1709,0.222222, 0.000000, 0.038462
1728,0.222222, 0.000000, 0.038462
1733,0.222222, 0.000000, 0.038462
1764,0.259259, 0.000000, 0.038462
1767,0.259259, 0.000000, 0.000000
1782,0.259259, 0.000000, 0.000000
1784,0.259259, 0.000000, -0.038462
1799,0.296296, 0.000000, -0.038462
1804,0.296296, -0.038462, -0.038462
1824,0.296296, -0.038462, -0.038462
1855,0.259259, -0.038462, -0.038462
1857,0.259259, -0.076923, -0.076923
1872,0.259259, -0.076923, -0.076923
1876,0.222222, -0.038462, -0.076923
1892,0.222222, -0.038462, -0.076923
1896,0.185185, -0.038462, -0.115385
1912,0.185185, -0.038462, -0.115385
1916,0.185185, -0.038462, -0.115385
1931,0.185185, -0.076923, -0.153846
1936,0.185185, -0.115385, -0.153846
1951,0.148148, -0.115385, -0.153846
1956,0.148148, -0.115385, -0.153846
1971,0.148148, -0.115385, -0.115385
1986,0.148148, -0.115385, -0.076923
1987,0.148148, -0.115385, -0.076923
2002,0.148148, -0.115385, -0.076923
2007,0.148148, -0.076923, -0.076923
2022,0.148148, -0.076923, -0.115385
2028,0.111111, -0.076923, -0.115385
2046,0.111111, -0.076923, -0.115385
2048,0.148148, -0.115385, -0.153846
2064,0.148148, -0.115385, -0.115385
2067,0.148148, -0.115385, -0.115385
2083,0.148148, -0.115385, -0.115385
2087,0.111111, -0.076923, -0.153846
2104,0.111111, -0.076923, -0.192308
2108,0.148148, -0.076923, -0.192308
2124,0.148148, -0.076923, -0.153846
2129,0.148148, -0.076923, -0.153846
2144,0.148148, -0.076923, -0.153846
2149,0.148148, -0.076923, -0.153846
2164,0.148148, -0.038462, -0.153846
2168,0.185185, -0.038462, -0.153846
2183,0.185185, 0.038462, -0.153846
2188,0.185185, -0.038462, -0.153846
2203,0.222222, 0.000000, -0.115385
2218,0.222222, 0.000000, -0.115385
2219,0.259259, 0.000000, -0.115385
2236,0.259259, 0.038462, -0.076923
2239,0.555556, -0.538462, -0.038462
2258,-0.370370, -0.846154, 0.384615
2260,-1.814815, -1.500000, 0.769231
2274,1.777778, 3.076923, -2.461539
2280,-2.333333, 0.807692, 0.384615
