gx,gy,gz,avg_x,avg_y,avg_z,max_x,min_x,max_y,min_y,max_z,min_z
0.055484,0.610206,1.990783,0.523787,1.134407,1.630685,1.319111,-1.234511,4.000183,-3.889703,3.636147,-2.118354
-0.268632,0.025941,1.969786,0.039278,0.580993,1.989733,1.319111,-1.234511,4.000183,-3.889703,3.636147,-2.118354
-0.413905,-3.25502,0.458219,-0.275896,-0.138107,1.894208,1.319111,-1.234511,4.000183,-3.889703,3.636147,-2.118354
-0.413172,-4.000183,-2.486541,-0.413868,-3.292278,0.310981,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
0.30965,-1.605262,-0.392419,-0.377031,-3.880437,-2.381835,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
-0.202954,-2.538668,1.37429,0.28402,-1.651932,-0.304084,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
-0.300861,-2.628762,1.947812,-0.207849,-2.543173,1.402966,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
-0.333578,-2.605811,2.229079,-0.302497,-2.627614,1.961875,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
-0.340902,-2.589941,2.31844,-0.333944,-2.605018,2.233547,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
-0.101874,-1.839651,3.611976,-0.328951,-2.552427,2.383117,1.319111,-1.234511,4.000183,-4.000183,3.636147,-2.486541
0.958249,1.826833,4.000183,-0.048868,-1.656327,3.631386,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.498382,4.000183,2.962034,0.935256,1.935501,3.948276,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.409876,4.000183,1.95709,0.493957,4.000183,2.911787,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.218214,4.000183,0.673808,0.400293,4.000183,1.892926,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.159739,1.952085,0.505585,0.199316,3.897778,0.665397,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.394128,1.778734,1.28908,-0.171458,1.943417,0.54476,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.061466,2.490692,0.934811,-0.371348,1.814332,1.271367,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.417689,2.979003,0.231887,0.079277,2.515108,0.899665,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.566136,3.147958,-0.169749,0.425111,2.987451,0.211805,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.647684,3.208509,-0.399988,0.570213,3.150986,-0.181261,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
1.080938,2.835317,-0.460172,0.669347,3.189849,-0.402997,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
1.02466,2.069767,0.253372,1.078124,2.79704,-0.424495,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.905512,1.757004,0.616187,1.018703,2.054129,0.271513,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.870109,1.622108,0.743026,0.903742,1.750259,0.622529,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.605201,1.155161,1.264909,0.856864,1.598761,0.76912,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.294879,0.679058,1.564243,0.589685,1.131356,1.279876,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.457486,-1.062382,1.050052,0.257261,0.591986,1.538533,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.796496,-3.577428,-0.142404,-0.474436,-1.188134,0.990429,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.900751,-4.000183,-1.042605,-0.801709,-3.598566,-0.187414,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.81725,-3.94769,-1.473784,-0.896576,-3.997558,-1.064164,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.074773,-2.040591,0.017274,-0.780126,-3.852335,-1.399231,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.065739,-1.719038,0.451383,-0.074321,-2.024513,0.038979,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.013245,-1.595495,1.4512,-0.063114,-1.712861,0.501374,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.077092,-1.532015,1.812916,-0.008728,-1.592321,1.469286,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.655252,-0.551242,2.099677,0.106,-1.482976,1.827254,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.824452,-0.07758,2.004944,0.663712,-0.527559,2.09494,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.548068,1.290179,1.539095,0.810633,-0.009192,1.981652,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.318928,2.219923,1.684978,0.504718,1.336666,1.546389,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.65098,2.489471,2.098212,-0.335531,2.2334,1.70564,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.596289,2.763169,0.994873,-0.648245,2.503156,2.043045,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.877556,1.130501,1.983459,-0.610352,2.681536,1.044302,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-1.050662,1.099005,2.145334,-0.886211,1.128926,1.991553,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.807117,1.689251,1.876518,-1.038485,1.128517,2.131893,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.432705,2.381188,1.358054,-0.788396,1.723848,1.850595,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.377159,3.1504,-0.134347,-0.392212,2.419649,1.283434,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.539767,2.973143,-0.250809,0.385289,3.141537,-0.14017,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.688702,2.704083,-0.228835,0.547214,2.95969,-0.24971,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.825917,1.945981,-0.105048,0.695563,2.666178,-0.222646,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.86132,1.670573,0.082708,0.827687,1.932211,-0.09566,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.926265,1.592932,0.211622,0.864567,1.666691,0.089154,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
1.020509,1.380028,0.504975,0.930977,1.582287,0.22629,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.914301,1.100714,0.666239,1.015199,1.366062,0.513038,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.888421,1.048465,0.686504,0.913007,1.098102,0.667252,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
0.550998,0.334066,1.024415,0.87155,1.012745,0.7034,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
-0.68858,-1.465849,1.443142,0.489019,0.24407,1.045351,1.319111,-1.234511,4.000183,-4.000183,4.000183,-2.486541
